node_id	feature(feature_amount:931)	label
4612	138,521	2
2174	368,369,372,380,387,521,374	4
4140	61,521,917	2
371	92,132,521,920	2
5214	61	1
3349	868,364,369,387,390,521,788	4
1526	92	1
4686	92,138	2
3027	369,385,387,233,522	2
1094	92,138,458,481,521,728	1
3767	521,138,918,704,107	2
3456	488,194,197,732,336	4
3633	77,92,706	0
3833	521,643,387	3
1679	92,138,521,524,660,481	3
4759	92,138,252,521	2
713	521,845,846,844	0
4292	92,127,132,241,334	2
3168	92,129,138,521,666	1
2145	92,127,132,334,611,704	2
3728	92,121,138,769,626,906,145,310,886	4
2783	92,138,521	0
4983	21,46,92,138,252,521	4
1432	522,385,383,369	1
2760	651,824,825,826,827,828,581	4
801	92,132,138,918,530,604	2
6177	21,22,80,92,133,138,139,252,310,738	3
1766	521,90,92,138,627,633,865	3
1346	90,92,491,521,619,780	3
6669	92,138,521	2
2855	92,521,700	1
1989	117,393,89,521	0
614	138,127,92,901,128,703,754	2
3722	92,129,138,474,521	3
7323	6,46,92,106,132,138,357,830,193,250,337,315,469,505,564,577,645,778,795,880,925	4
125	931	0
7297	521,173	3
374	92,107,138,529,521,918,759	3
5705	60,91,92,119,147,550,395,396,481,499,502,521,738,920	4
680	92,138,132,104,71,861	4
3065	12,92,55,138,481,521,570,625,645,704	3
421	21,22,61,80,138	1
137	364,361	1
6529	210,260,263,270,268,436,521,715	4
3066	61,138,521,724	1
3009	92,49,132,138,460,704	2
7320	92	2
5056	77,55,92,138,252,677	3
5577	521,369,385,387,672	2
6368	521,825,828	2
5739	334,369	3
6214	92,127,337	0
4264	132,138,142,144,530,604,683	3
7287	80,92,49,111,132,138,144,157,356,450,499,570,728,832,876,41	4
1296	92,138,77,778,49,499,521	4
6379	6,92,121,244,339,592,861,901	4
4447	521,286,163	0
7406	49,92,138,237,499,521,562	3
222	80,81,92,95,521,570,615,481	4
6860	652,268,521	0
368	138,92,411,521	1
5757	92,138,295,526,106,331,656	3
1764	72,481,728,901,92,127,330	3
4539	311,369,384,387,390,521,840,672,232	3
3048	666,546,127,92	0
4446	92,138,161,521,775	1
7332	80,92,123,138,139,450,521,770	2
3753	521,604	4
2010	92	0
1196	521,225	0
4967	521,603,896,92,138,101	2
4621	92,111,138,292,481,521,531,677,774	2
4246	521,34,92,138,252,677	3
1862	138,92,621,106,884	1
188	361	0
6149	92,132,138,521,562,642,900	3
3076	12,92,106,132,205,356,331,579,844,873,882,505,918	4
4685	92,138,521,562	2
3670	92,138,334,722	1
3064	521,428,499,430,429,422	3
6648	12,80,47,92,138,314,356,625,831	4
7085	236,235	0
2533	428,430,426,521	2
3493	931	3
2932	133,743,853,18,854,313	1
1664	601,138,160	3
423	334	2
4387	92,138,521,677	3
2772	92,51,138,521,541,578	4
2184	521,369,387	2
2841	92,132,138,55,481,521,570,770,876	3
4365	11,92,106,127,242,334,525,704,299,805,883	4
4898	92,129,135,138,346,521	4
4500	521,361,369,385,387,294,507,814,40,11	4
7174	60,80,85,92,102,106,351,830,111,54,138,144,356,448,546,873	4
5526	77,420,46,92,111,129,132,138,144,143,521,545	4
3414	92,49,138,252,499,521,677	1
1776	92,56,138,415,521,582	4
4454	77,92,127,704,918	3
5949	441,444,521	1
6890	385,369,387,188	2
1691	92,409,898,50	2
4666	557,163,286,454,90,92,98,129,138,357,521,543,659,784	4
225	80,92,138,144,207,12,499,49,884,106	3
344	92,138,918,917	2
1687	77,92,334,252,621	2
3310	92,129,138,447,457,535,521,456,536,537,641	3
243	369,385,387,521,672	2
3093	918	2
2776	173,177,210,685	4
1596	138,92,704	1
1225	846	3
673	521,177,173	2
7490	92,127,667	3
6788	92,138,521	0
1130	92,138,918,331,621,128,112	3
1833	931	3
3377	92,334,902	3
1285	85,92,111,138,558,336,677,841	3
6941	92,102,111,132,138,334,474,479,481,901,127	4
885	58,86,92,138,142,347,468,521,704	4
5666	92,138,521,704	3
847	361,521,387,369,232	1
5697	504,92,138	2
5436	931	1
7539	129,521,840	2
1863	521,268,263	1
1774	521,369,387,711	2
765	252	1
6611	203,329,361,369	2
5363	369,385,387,433	2
7410	425,521	1
7312	424,718,851,521	4
4939	92,295	0
5650	369,387,361,364,390,282	2
237	92,127,132,206,242,334,433,473,662,901,513	4
5456	31,369,387,521,581	2
2598	32,385,369,387,381,716,521,834,814,165,228,230,214,213	3
5099	521,857,928	1
4655	92,138,469,521	2
4361	535,92,133,138,521	4
5944	487	1
4599	92,138,240,704,77,342	3
1967	92,138,337	1
1089	455,472	4
811	92,132,138,481,637	1
639	61,21,901	2
1112	387,521,558	2
4325	521,61,128	2
2644	575,576,229,811,329	2
5124	132,92,901	2
1705	92,132,85,205,450	4
1270	92,578	1
2707	92,138,521,745	0
3577	132,138	0
2804	15,41,61,92,127,334,666	4
966	229,236,521	0
5847	361,387,369	3
338	92,138,144,521,570,776	3
848	92,111,121,138,343,747,677,250,114	4
4531	522	0
3614	92,55,194,197,209,446,481,593,724,918,41	4
1349	92,127,562	1
568	144,157,519,1,521,637	4
3432	263,268,521,694	3
2895	827,828,825,521,433	2
2923	441,442,446	1
1929	308,521	3
6051	92,138,144,356,521,830,633,865	3
5004	92,138,106,541,321	2
700	92,336	1
6107	173,176,177	2
6878	92,132,138,321,681	1
2420	92,127,132,55,724,297,322,834,901	4
5180	92,49,138,499,704	2
3649	92,106,608,317	2
3819	334,92	1
1074	38,225,223,229,235,236,521	2
7426	317,127	1
7591	521,92,138,531,746,895	0
7511	369,387,361,320,672,222	1
3132	92,129,138,212,311,521,582,597,513	4
1696	92,138,669,560,491,521	2
945	138,521,579,705	3
2453	188,294,369,359,385,387,811	4
5689	521,92,138,771	2
4009	521,173,180,176,177,178,179,356,753,873	4
5885	130,92,127,138,121,122,91,73,194,30,666,583,736,865,357,420,45,334,336	4
2101	38,387,632	4
3530	92,138,521,570,798,615	2
1845	369,387	2
3481	77,92,138,144,252,519,1,677,778	3
3091	18,92,149,350,578,854	4
4318	476,478,521	0
4692	163,399,401	0
7310	92,129,138,593,724	4
4225	428,521	3
4088	92,138,777,330,344	4
1164	12,92,138,469,521,831	3
5972	521,379,369,387,390,165	4
1892	931	1
5694	90,92,194,197,521,583,763,41	4
4518	61,77	4
265	92,138,144,142,396,516,521,621,737,252	4
3128	92,101,138	3
5014	15,21,92,138,722	2
4996	92,132,334	0
3342	521,61,77	3
449	106,805,61,562,644,338	4
2219	92,138,132,439	2
2020	379,369,387,385,389,5,521,821	4
2716	77,92,521,570,579,704	2
1827	92,106,246,138,417,691,737,541	3
1899	21,92,138,237,453,474,521	3
1077	92,138,467,521,877	2
1041	92,55,138,243,615	2
2529	366,369,385,387,581	4
5998	583,92,132,138	0
1752	92,138,481,469,521,645	0
5204	90,92,138,521	3
4154	92,138,521,736	1
1211	325,92,127,244	4
5512	369,387,390,521,672,31	2
6231	521,92,129,138,570,704	3
6946	132,127,92,481,326,15,77	3
2666	61,102,111,191,0,348,356,873	3
6912	92,49,138,499,521,570,675	2
2615	521,77	0
3029	268,270,521	0
1539	92,132,704,481,242	3
6555	229,235,658,844	2
1243	60,92,55,137,201,241,334,481,625,875,901	4
7172	905,92	1
3488	92,132,138,332,460,626	2
3999	385,369,387,521	2
2521	334,481,92	3
1064	521,77,92,144,138,570,704	4
784	92,55,138,521,546,747	4
3611	930,92	1
2244	132,138,320	2
2201	92,127,132,629	1
1620	92,138,409,766	1
5937	361,369,385,387,222,334,522	3
1721	441,607	3
6768	369,387,385,390,585,834	2
2140	92,129,132,138,144,334,481,721,704,878	3
4252	92,111,132,138,481,704	0
2313	92,138,677	0
5479	521,92,132,138,21,55,820,704,701,570	4
3286	92,127	0
3597	92	0
6138	92,111,122,127,132,901,769,906	4
5889	521,369,387,385,381,390,672	3
1948	521,92,138,252,77,531,677	4
6473	334,487	1
2658	90,92,138	2
394	229,320	2
4475	92,138,417,677,625,645,334,107	4
7335	521,614,236,229	1
535	92	2
7077	92	1
1856	18,183,184,185,767,873,853,855	3
6228	208,305,20,369,385,811,814	4
6319	92,337,583,710	2
5763	76,92,49,90,132,138,141,144,834,252,830,357,499,496,521,738,781,926	4
7359	267,263,268	2
4332	92,138,521	2
5200	132,92	0
2676	7,34,60,77,78,88,91,92,122,203,239,280,448,449,480,481,541,873,874,875,901	4
2755	263,268,521,925	3
6738	92,129,132,138,212,521,739,844,513	4
6398	32,369,385,387,521,610	1
3359	92,138,144,521	3
3248	521,664,229,236	0
2034	60,92,102,138,521,546	4
6139	21,521,677,700	0
5706	92,49,498,106,465,466,499,521,570,776,884	4
3910	92	0
3706	92,129,138	1
1468	92,18,853,854,313	1
6316	113,138,521,630	3
3717	102,125,134,138,143,144,163,508,784,521,546,666,408	4
4906	82,866,280,595	4
4962	21,91,92,111,132,60,138,252,550,348,873	4
1946	521,37,672,385,369,387	2
6695	92,102,119,521	2
878	92,138,334,704,778	2
3929	138,521	0
2392	77,92,49,138,144,252,499,521	3
3748	85,92,138,675,696	0
5429	92,138,521,570,577,704	2
5172	92,252,318,740	2
439	80,49,133,499,500,521,776,831	3
1016	369,359,521,671,232,632	2
1291	243	1
4184	80,92,49,133,138,140,295,500,613	4
2709	92,127,334,570,615	1
3055	521,225	4
5420	32,369,381,385,387,522,811,814,834	4
1214	385,387,371,384,521	4
1932	372,385,369,387,811,814,521,368,586	3
4525	85,92,111	1
1704	12,92,49,138,499,521	2
4417	37,369,387,188	2
7411	521,60,48,91,92,111,421,194,200,203,356,448,677,836,481,873,875,924	4
3815	931	1
994	21,22,80,92,139,140,144,591,626	4
5432	60,84,91,92,116,124,138,439,448,521,602	4
1031	127,92,759,865	2
2404	521,571	2
7121	521,369	0
1252	92,138,197,356,521,570,770	4
1027	92,138,77,902	2
4027	263,268,521	3
3809	263,268,267,258,277,275,928	3
1142	60,91,92,111,132,138,203,491,704,728,873	4
1910	521,177	2
4960	92	1
1129	572,573,521,928	0
3511	661,92,138,473,246	0
7047	61,132,111,138,348,597,871,873	1
2520	521,102,101,129,138,144	3
4881	428,521,393	3
4613	521,92,132,138,144,348,433,530,873,513	2
6932	21,92,132,138,521,562	2
4670	92,132,188,194,203,335,348,356,369,370,385,558,672,873,882	4
5433	334,369,358,387,381,499,664,842,282	4
4272	521,92,94,90,138,633	3
6348	92,447,138,521,713	3
6465	21,138,521	1
3691	89,138,521,524,420,591,801	4
2581	391	2
6944	521,368,360	3
6794	92,138,342,546	1
4971	17,369,381,387,433	3
1442	178,533,139,92,138,521,46,920	4
562	258,263,272,273,268,521,765,784	4
320	92,918,138,570,320,241	3
5320	61,99,109,118,521	4
6840	92,138,144,320,918,901,902,292	4
2057	92,138	1
4092	75	0
2959	369,387,385,222,18,814	2
1789	521,61,90	1
488	92,138,66,100,348,356,579,469,446,447,830	4
6702	521,911,916,912,913,914	4
1580	188,194,303,356,428,422,499,336,718	4
7279	229,235,639	1
7555	92,132,138,521,570	2
5844	931	1
1842	173,177,521	3
3211	40,336,369,385,387,811,814	3
4951	92,138,636,778	3
352	92,132,138,648	1
2356	258,263,255,268,521,761	2
6419	61,92,127,149,839,558,647,736	4
160	521	1
6823	92,50,467,521	4
2649	361,369,918,385,408	2
1325	37,361,387,521	2
419	12,92,138,521	2
1118	92,138,295,521	3
737	138,92	2
5445	173,177,928,930	1
3231	361,369,385,387,305,20,337	4
956	92,49,138,499,521,582,626	3
7068	369,358,842,341	4
3844	581,651,824,825,828,829,834	4
1584	92,55,127,193,250,297,331,341,357,409,474,481,795,822,895,918	4
3088	155,369,385,387,581,37,521	3
2373	361,521	0
2511	369,385,387,188,418,522,581	3
4702	92,138,252,521	1
4247	387,369,385,521	2
3995	92,49,132,138,834,499,504,521,562,666,720	4
4776	77,92,102,142,535,148,817,155,252,521,780,456	4
5578	334,92	2
3732	521,85,92,111,138,546,210	3
2384	258,262,261,268,521	3
2787	931	3
498	428,521	1
7418	92,132	2
1202	12,21,92,138,144,521	4
6656	90,147,288,481,728,499,570	3
1614	90,138,351,412	4
4434	229,236,521	1
3588	521,825,828	0
337	92,129,138,252	0
3672	92,138,446,441,444,521	3
2624	92,132,138,521,917	3
4763	303,428,521	4
5764	80,92,49,111,138,499,562,705,873	4
7437	722,738,92,138	4
4117	60,91,550,342,529,874,918	4
3	92,138,481,521,531,611	3
902	387,369,385,586,507,11,614,814,811	3
5357	92,132,473,331,901,518	3
7466	92,111,132,138,433,515,558,651,665,811,825,827,828	4
4110	487	2
3923	369,387,521	3
7375	21,43,92,138,473,521,646	2
2641	521,21,27,138,128,61	2
6053	311,369,385,387,294	3
1723	236,361,521,433	3
6806	92,138,454,521,659,895	3
6573	691,92,138,521,541	1
1084	92,132,184,499	4
2379	92,49,162,193,303,465,499,521,570,728,41	4
1436	60,84,91,92,123,138,140,189,200,394,448,521,562,552,705	4
309	381,369,387,385,390,222,584	4
4554	521,132,92,138,769	4
5280	92,138,481,521,611,792	0
7199	228,521,651,825,827,829,828	4
3535	333,493,476,478,477,811	3
7488	92	1
6180	92,138,252,521,677	2
3438	138,521,570,615	1
6947	92,106,132,138,629,880	3
1730	90,92,138,521,725	1
2859	60,92,56,252,521,677	4
741	92,138,278,521,539,633,865	3
5791	21,92,111,138,144,448,521,747,851	3
7278	40,92,220,138,229,132,521,612	2
894	92,90,138,521,531,704,800,798	3
5845	92,147,138,243,252,456,499,320,481,491,520,817,847,677	3
2254	521,664,841	1
63	92,138,615,578,830,331	1
6980	521,825,828,827,829,826,834,38,811	3
5921	225,521	0
6134	911,913,521,916	0
6415	92,138,132,144,521,531,688	3
7107	521,361,369,387,385,390,581,810	4
7378	83,97,116,144,901,74,747	4
1377	521,425	2
298	92,54,206,292,348,521,562,605	4
4578	21,92,138,142,521,570,615	2
4919	92,548,138,110,727,49,499,782,313	4
4003	92,456,704	3
2611	92,129,521,678	2
6852	92,138,613,295	0
4822	92,138,521,570	3
1404	294,385,387,672	2
4056	92,49,138,142,288,356,499,521,570,615	2
740	521,92,98,481,494,847,163,784	3
455	77,92,116,121,138,241,448,552,861	4
3174	92,111,138,144,521	1
1206	476,477,478,493,521,631,638	4
5829	92,138,521	0
3902	369	2
3842	92,138,144,521,677	1
2802	92,132,138,347,529,637,778,895	4
3735	92,138,521	2
3788	325,334,92,252,739	2
6734	2,61,60,46,830,122,125,521,551,637,725,164	4
5126	46,92,138,21,491,467,521,785	3
1263	127,92,722	0
1165	188,363,369,387,521	4
1604	92,138,917,521	3
230	361	3
1139	92,138,704	1
1564	369,387,297,358,558,672,359,55	2
154	50,138	2
56	92,138,521	3
1192	225	1
785	37,38,369,358,385,387,499	3
6382	18,161,853,854,313	1
4236	387,369	1
7226	399,404,398,400,402,790,405,682,521,849	4
1834	21,92,138,521,570,703	0
4950	342,263,266	0
6013	133,138,144,355,521,754	4
6551	447,481,148,538,554	3
1666	92,521	0
7301	287,521	4
2120	92,138,139,521,619,590	4
5951	77,92,132,138,252,737	2
5480	92,138,346,521	2
6845	92,138,521,704	1
6464	92,127,77,121,795,242	3
1003	92,49,499,677	3
497	573,521	4
5687	521,46,92,98,135,593	3
3754	60,85,138,111,873,677,252,92	3
4405	77,92,111,138,144,433,521,563,598,513	4
4061	92,138,252	0
518	369,387,521	3
1204	92,132,138,562	1
2584	236,521,928	0
3127	86,92,138	3
6052	92,357,138,468,521,530,787,821,467,877	4
5427	263,276,694	3
1248	102,489,873	3
2733	169,173,178,521,596,685	4
1365	352	0
6641	92,111,138,357,433,521,625,699,887,927,579,513	3
3787	92,129,138,521	2
5385	138,521,679	1
1701	485,35,369,387,363,361,521,751	4
3233	21,22,80,92,133,138,521,546,666	3
6939	215,369,358,387,499,521,672,214,213	3
4657	129,138,92,917	0
77	92,111,138,348,521,677,149,873	3
7086	521,77,92,138,677	2
6849	92	0
2551	387,369,336,534	2
841	92,132,138,348,356,540,587,873,895	4
6613	12,88,92,132,138,141,144,312,356,632,469	4
6781	92,138,90,140,843,744,521	3
4756	92,138,521,539,892	1
6984	77,92,138,144,189,439,447,481,650,521	4
1673	92,138,521,541,691	4
2580	92,138,347,473,661	0
2179	77,138,92,691,541,817	3
5081	92,138,521	0
7148	225,214,213	0
3839	21,92,318,583	2
4214	80,122,55,217,334,592,622,704,901	4
5470	92,129,138,252,535,481,491,521,732	3
6226	138,775	0
4357	106,129,334,460,499,498,615,704	3
2091	488	1
914	105,106,447,54,320,414,525,722,759	4
2627	521,138,541	3
1765	138,92,132,85,521	4
1495	521,461,286	3
7594	369,387	1
6017	92,138,473,521,662	4
646	92,625,334	2
6491	92,132,138,460,12,521	3
4632	521,268,263	2
3980	21,92,252,521	1
7275	92,106,138,244,250,301,433,456,513	4
2564	225,521	3
1793	92,127	0
3828	21,77,92,138,677	0
6085	521	2
3734	327,340,364,369,387,390	3
4026	931	3
5798	10,41,92,55,132,188,194,197,203,356,491,647,776,873	4
7164	60,76,84,55,73,91,90,116,130,142,578,446,252,591,778,447,833,926,521,595	4
7290	156,521	0
5254	61,92,865	3
6924	92,127,12,539	4
6120	369,385,387,381,834,811,814,521,38	3
7233	92,138,252,521,733	2
6094	334,357,92,132,138,292,212,570,513	3
1229	12,10,47,92,106,132,138,139,205,302,356,473,521	4
157	92,138,521,530	2
6556	80,133,470	2
7146	92,101,138,521,650,927	2
4861	73,92,132,138,246,252,250,334,474,623,621,918	3
6253	270,521,928	1
1389	521,361,387	2
4016	138,521	1
317	92,49,138,295,310,499,521,570,724,876	3
5068	335,369,387	4
300	138,132,92,521	1
2845	132,92,127,193,195,338,873	4
6146	92,49,132,334,499,558	4
3495	92,113,499,521	2
3024	521,92,90,138,830,737	3
1559	92	1
6799	928,521,92,138	0
2002	384,387,165,521	4
5101	521,188,199,201,205,294,369,507,11,522,716	4
2439	61,521	0
389	92,132,85,79,677	2
388	40,236,385,521	4
6629	92,252,456,357,521	4
2388	521	0
3682	521,71,466,558,591,866,60,482,49,465,497,128	4
4305	92,138,570,704	2
4527	138,173,181,176,177,521,753	4
4258	521,183,185	0
1719	931	2
5608	61,242,137,901,746,908	4
5611	6,369,383,385,241,452,549,837,901,334	4
5563	521,138,92,111,82	2
6897	92,780	2
2597	21,27,92,439,521,650	2
491	92,342,625,677,707	2
5267	521,30,92,55,447,132,138,208,209,348,481,570,728	4
244	92,127,721,342	2
4346	92,138,834,188,197,252,713,150,861,351,447	4
1484	92,138,132,453,336,704,570	3
5880	521,369,387	0
7413	92,138,521	2
7142	521,268	0
3560	521,21,27,785,60,91,125,144,254,268,270,395,554,555,556,677	4
5548	60,92,49,111,128,132,144,481,499,497,570,704,873	4
5134	92,138,521,615,132	3
373	521,799	3
2490	173,177,296,499,521	4
1760	40,229,236,235,521,834	1
1459	92,138,543,769	2
4033	92,138,918,252,559,895,250,788,677,334	4
5556	825,828	3
16	21,92,138,144,519,1,521,570,776,46	4
6777	91,92,55,138,139,521,553,675,696	4
3854	741,92,138,357,369,481,521	4
2680	138,92,521,626,302	1
7133	92,127,132,238,343	3
5213	92,138,144,165,503,521,723	3
353	425,521	2
229	61,521	4
30	369,393	4
913	92,132,138,356,420,865,885	2
2688	92,132,138,704,316	2
3747	508,163,343,92,54	4
37	12,92,49,816,138,886,499,521	3
6474	138,21,319,412,463,687	1
1994	361	1
3502	92,439,521	1
1394	92,101,138,521,626,660,865	3
1785	60,92,138,102,55,531,480,861,421,611	4
4986	92,100,144,451,521,539,637,886	2
5794	92,55,132,138,356,481,570,704,895	4
6728	92,138,334,481,611	2
696	537,18,853,854,313	4
3554	92,138,521,864	0
3545	583,127,92	0
351	92,138,121,12	1
3087	21,92,98,420,147,148,138,521,554,724	4
250	931	0
1048	92,55,138,521,681,704,798	4
6431	488	4
3543	546,92	0
4218	92,421,106,357,481,582,13,334,242,881	4
1675	132,138,144,847,681,677,836,844,570,92	2
2844	92,127,42,473,446,240,447,357,392	4
2635	369,387,521	1
5884	61,521,677	1
257	49,102,111,128,448,499,497,521,615,875	3
2354	222,294,507,752,338,910,911,913	3
6312	476,478,521	1
6865	92,132,138,106,627	2
6787	37,369,385,387,834,811,586	4
7157	92,139,521	2
3133	425,521	2
2974	361,369,364,388,371,331	4
6982	92,127,334	2
3188	92,138,144,356,718,769,906	4
7229	521,390,361	0
5008	92,111,132,138,332,626	2
6162	521,225	1
2887	931	2
3739	92,121,122,55,138,243,334,776	2
7098	521,61,601,160	3
108	21,22,24,521,662,473,28	3
821	931	1
4732	92,132,208,709	2
7078	92	1
2889	232,521	2
2117	92,132,138,356,570,704,706	3
4627	92,132,624,727,588	0
6538	61,92,252,737	1
5442	92,160,521,601	4
2619	132,77,92,7,336,34	2
995	61,77,92,127,138,55,194,243,335,735	4
862	260,263,267	1
5565	374,369,385,387,11	4
4870	92,49,129,138,499,521,928	1
4231	369,387,521	0
1457	92,138,521,905	1
7092	92,132,778,873	3
6523	10,77,92,52,137,447,143,188,205,446,570,728,830	4
2585	80,92,138,144,521,106,884	3
4051	263,268	0
6903	263,262,268,335,772,761	4
6026	77,92,138,521	0
3398	92,129,138,521,840,633,737,870,865	3
164	841	0
2822	92,138,593,722	1
2383	521,858	4
1476	334,92	0
4927	183,184,767	3
5684	931	1
1658	92,132,127,242,747,334	3
3769	92,138,521,570,704	3
5281	21,92,521,570,615	1
2233	80,92,479,133,138,355,521,531,684,55,481,774	4
4866	279,287,461,521,784	4
6764	92,138	0
6341	931	0
744	92,132,138,867,521,531,611	2
6016	263,266	1
1849	483,482,499,521	2
2722	92,138,521,778	1
1519	173,182,176,177,521	2
78	334,476,477	4
6612	61,320	1
6362	521,138	3
1960	252,92,138,521	2
5997	337,369,383,385	3
6007	293,361,364,549	2
3956	488,732,331	3
4050	92,138,334,450,539,792,881	4
339	92,85,216,481,901,240,334	2
1401	92,138,693,562	2
6605	931	2
7039	19,363,369,385,387	4
2743	258,263,255,268,499,521,761	4
2320	369,385,229,238	3
2461	77,92,521,603,865	1
4630	521,92,129,677,34,886	2
7545	92,127,132,208,481,681	2
4314	188,385,811,305,20,369,342	3
4070	121,132,92,334	0
7586	92,138,521	1
7561	21,22,80,92,138,144,521,745,714	3
6247	369,387,385,521	2
3418	263,268,267,521	2
2700	521,225,227,236,229	4
3042	80,92,49,138,144,252,451,499,500,521,677,922	1
1441	21,92,138	3
1159	875,91,92,139,311,592,140,499,49,497,502,128,60,758,874,335	4
456	90,92,138,521,570	1
4148	521,773,803,804,55,881,108,675,696,458	4
6084	92,127	0
1953	521	2
6577	92,132,129,138,208,491,521,570,615	4
6000	106,61,481,738,338,848	2
7482	90,92,138,160,332,601	3
6923	3,4	3
5735	782	4
2576	21,92,138,759	1
599	521,488,489,525	4
6048	92,521	0
4256	34,92,138,339,562,778	3
179	369,384,387,521	1
5894	72,92,138,521,724	2
7032	378,369,387,521,152,672,834,363,379	4
5307	21,27,85,92,102,116,124,521	4
3321	90,92,138,583,710	2
1299	91,92,111,874	3
6378	166,173,177,196,348,356,182,459,521,596,873	4
3221	77,92,127,901,918	3
441	92,138,191,0,251,517,521,582,778,851	4
5958	102,111,92,138,713	2
1426	521,263,268,694,423,436	0
2142	521,92,138	1
2250	364,369,382,386,388,389,485,787	4
7131	136,140,49,162,61,499,615	4
2072	92,101,138,307,420,535,540,545	3
7072	71,80,92,133,138,252,396,508,514,521,738,819,922,510	4
3467	80,92,95,138,396,521,531,688	4
4073	25,102,124,521,676,164	3
7520	92,129,456,558,641,535	2
6321	92,132,138,237,356,521,503,570,704	4
3841	21,77,92,138,521,562	4
7276	348,347,356,435,834,873	4
2980	481,55,92,127,111,138,704,570	3
3595	236	1
6238	521,704,92,138,71	3
2984	94,140,271,268,521	3
1207	92,106,593,491,344	3
4567	493,521	1
4570	92,138,106,690,700,921,524,342	3
12	521,138,432	0
1116	80,92,138,521	2
915	92,132,138,318,453	4
905	662,61,409	0
1079	92,132,138,208,252,521,540,569,737,821,896	4
7101	92	2
3506	61,138,473	2
6643	127,49,499,13,240,341,582,793,150	4
3094	18,92,132,138,541,691,853,854,313	3
1353	21,92,503,521,524,700	3
3276	92,51,132,138,460	3
2882	521,92,138,446,481,570,677,704	3
4333	615,127	0
3563	521,77,92,138,252,49,499,738	3
5927	92,138,439,521	3
3888	92,530	1
1356	92,138,521	1
6829	521,420,847,148,61,90,554	3
1276	37,225	3
6339	521,90,61,130,704	1
846	138,159,521,725	1
1652	476,521,638,814	1
806	236,521,814,39,639,825	3
3346	173,176,177,180	3
3330	92,55,138,847,521,582,634,481	4
3631	352,521	1
7261	369,387	2
3363	931	3
36	225,521	0
4796	177	2
7091	92,132,727,18,349	2
734	369,385,387,834,814,521	3
5261	77,92,138,570,476,478,481,704	3
3642	369,387,390,521	2
2937	92,132,138,890,474,521,663	2
4833	521,361,369	1
5755	363,369,387,390,521,672	4
6276	92,138,160,601,901,343	1
2447	363,369,387,672,390	3
6486	77,92,132,481,570,681,704	2
1307	61,521	1
5487	21,92,98,138,521,714,850	4
955	92,138	1
5799	521,10,92,132,138,188,194,197,200,439,505,771	4
2638	271,260,263,268,270,517,521	4
4891	92,111,138,45,558,605,728,767	1
2435	387,369,385,381,834,37,521,522	1
6882	928	0
5644	92,132,138,724,334	1
3173	92,331,344,563,918	2
5053	92,127,731	1
6567	92,132,138,456,521,570,615,728,800,799,877	2
6998	92,138,582,629	4
7547	364,365,386,521	4
4834	77,92,138,469	1
2203	92,138	1
3269	92,138,521,570,704,41	3
2116	12,21,92,138,356,503,521,562,625,848	3
1819	92,138,142,144,491,541,521,691	4
6671	92,469	0
2560	77,78,60,90,92,116,129,139,135,138,144,163,252,550,391,521,733	4
2421	10,31,80,92,49,278,356,499,500,690,890,921	4
5473	21,92	3
5431	127,615,242	3
4868	488,521	0
2309	94,111,241,318,356,747	3
1125	521,482,201,483,499	3
5805	92,127,570	0
6861	92,138,49,252,509,591,499,677,513	4
5811	92,132,138,292,396,357,481,491,521,570,567,704,834	4
2269	92,132,138,142,290,521,612	4
2225	92,138,521,677	2
4064	521,752,909	1
1670	71,92,138,32,310,481,539,637,873	4
3374	259,263,268,521,761	2
7053	369,387,390,521	2
6426	117,393,61,521,704	0
7510	730,369,385,387,384	2
5328	521,363,369,380,387,485,359	4
3107	521,258,77,270,144,263,92,268,138,143,60,262,91,259,80,255,49,254,500,761,677	4
1154	521,21,92,132,60,111,138,569,618,768,902	3
285	92,132,138,144,295,491,630,811,834	2
2831	931	3
3908	399,407,521	1
2229	92,132,138,521,865	1
1057	92,521,693,856	2
6693	521,92,146,111,132,138,163,558,756	3
508	92,132,138,503,521,583,660	3
5623	92,127,504,350,18	2
291	92,138,588,727	1
548	521,476,477,478,575,576	2
5561	356,369,385,387,655	3
445	327,74,77,92,49,141,314,817,466,499,588	4
451	77,92,138,141,252,518,741,927,509,49,499,513	3
2378	570,568,591,615	4
3832	369	1
1843	543,129	1
5547	369,385,387	3
5837	92,55,132,206,212,513,548,776,782,836	4
7268	92,329,49,499,292	3
4310	92,120,55,243,315,357,481,615,847,874,901	4
5744	91,92,111,132,138,473,521,55,41	4
1835	334,369,385,387,672	2
3990	92,127,570	1
4388	92,138,77,591,357,446,778,521	2
2600	92,460	1
5452	65,92,138,132,49,292,499,521,570,567,677,704,861,857	4
4021	369,366,361,363,390	4
4918	92,138,521	0
515	41,90,92,49,149,132,209,446,445,505,499,496,704,793,420,873	4
4665	92,77,521,748	2
2850	521,858,860	4
4494	515,671	4
6296	456	0
4741	92,834,252,521,781	4
136	92,127,593	0
7500	385	0
4825	173,177,182,521	1
3979	521,92,132,138,554,558	3
2253	334,92	0
965	92,111,138,252,521,895	2
1058	521,361,367	1
1136	92,918,132,127,409,776,331,320,326	2
5087	270,521	3
5672	369,225	1
2040	80,92,160,66	2
7355	342,92,127,563	1
5192	21,77,92,127,106,611	3
6530	92,138,901,137,887,106,307,250,337	4
6887	92,90,208,357,491,741,822,908	4
2927	512	1
